mouse_symbol	human_symbol
Mamstr	MAMSTR
Man1a	MAN1A1
Man1a2	MAN1A2
Man1b1	MAN1B1
Man1c1	MAN1C1
Man2a1	MAN2A1
Man2a2	MAN2A2
Man2b1	MAN2B1
Man2b2	MAN2B2
Man2c1	MAN2C1
Manba	MANBA
Manbal	MANBAL
Manea	MANEA
Maneal	MANEAL
Manf	MANF
Mansc1	MANSC1
Mansc4	MANSC4
Maoa	MAOA
Maob	MAOB
Map10	MAP10
Map1a	MAP1A
Map1b	MAP1B
Map1lc3a	MAP1LC3A
Map1lc3b	MAP1LC3B
Map1lc3b	MAP1LC3B2
Map1s	MAP1S
Map2	MAP2
Map2k1	MAP2K1
Map2k2	MAP2K2
Map2k3	MAP2K3
Map2k4	MAP2K4
Map2k5	MAP2K5
Map2k6	MAP2K6
Map2k7	MAP2K7
Map3k1	MAP3K1
Map3k10	MAP3K10
Map3k11	MAP3K11
Map3k12	MAP3K12
Map3k13	MAP3K13
Map3k14	MAP3K14
Map3k15	MAP3K15
Map3k19	MAP3K19
Map3k2	MAP3K2
Map3k20	MAP3K20
Map3k21	MAP3K21
Map3k3	MAP3K3
Map3k4	MAP3K4
Map3k5	MAP3K5
Map3k6	MAP3K6
Map3k7	MAP3K7
Map3k7cl	MAP3K7CL
Map3k8	MAP3K8
Map3k9	MAP3K9
Map4	MAP4
Map4k1	MAP4K1
Map4k2	MAP4K2
Map4k3	MAP4K3
Map4k4	MAP4K4
Map4k5	MAP4K5
Map6	MAP6
Map6d1	MAP6D1
Map7	MAP7
Map7d1	MAP7D1
Map7d2	MAP7D2
Map7d3	MAP7D3
Map9	MAP9
Mapda	MAPDA
Mapk1	MAPK1
Mapk10	MAPK10
Mapk11	MAPK11
Mapk12	MAPK12
Mapk13	MAPK13
Mapk14	MAPK14
Mapk15	MAPK15
Mapk1ip1	MAPK1IP1L
Mapk1ip1l	MAPK1IP1L
Mapk3	MAPK3
Mapk4	MAPK4
Mapk6	MAPK6
Mapk7	MAPK7
Mapk8	MAPK8
Mapk8ip1	MAPK8IP1
Mapk8ip2	MAPK8IP2
Mapk8ip3	MAPK8IP3
Mapk9	MAPK9
Mapkap1	MAPKAP1
Mapkapk2	MAPKAPK2
Mapkapk3	MAPKAPK3
Mapkapk5	MAPKAPK5
Mapkbp1	MAPKBP1
Mapre1	MAPRE1
Mapre2	MAPRE2
Mapre3	MAPRE3
Mapt	MAPT
Marchf1	MARCHF1
Marchf10	MARCHF10
Marchf11	MARCHF11
Marchf2	MARCHF2
Marchf3	MARCHF3
Marchf4	MARCHF4
Marchf5	MARCHF5
Marchf6	MARCHF6
Marchf7	MARCHF7
Marchf8	MARCHF8
Marchf9	MARCHF9
Marcks	MARCKS
Marcksl1	MARCKSL1
Marco	MARCO
Marcol	MARCOL
Marf1	MARF1
Mark1	MARK1
Mark2	MARK2
Mark3	MARK3
Mark4	MARK4
Mars1	MARS1
Mars2	MARS2
Marveld1	MARVELD1
Marveld2	MARVELD2
Marveld3	MARVELD3
Mas1	MAS1
Masp1	MASP1
Masp2	MASP2
Mast1	MAST1
Mast2	MAST2
Mast3	MAST3
Mast4	MAST4
Mastl	MASTL
Mat1a	MAT1A
Mat2a	MAT2A
Mat2b	MAT2B
Matcap1	MATCAP1
Matcap2	MATCAP2
Matk	MATK
Matn1	MATN1
Matn2	MATN2
Matn3	MATN3
Matn4	MATN4
Matr3	MATR3
Mau2	MAU2
Mavs	MAVS
Max	MAX
Maz	MAZ
Mb	MB
Mb21d2	MB21D2
Mbd1	MBD1
Mbd2	MBD2
Mbd3	MBD3
Mbd3l1	MBD3L1
Mbd3l2	MBD3L2
Mbd3l2	MBD3L2B
Mbd3l2	MBD3L3
Mbd3l2	MBD3L4
Mbd3l2	MBD3L5
Mbd4	MBD4
Mbd5	MBD5
Mbd6	MBD6
Mbip	MBIP
Mbl1	MBL1P
Mbl2	MBL2
Mblac1	MBLAC1
Mblac2	MBLAC2
Mbnl1	MBNL1
Mbnl2	MBNL2
Mbnl3	MBNL3
Mboat1	MBOAT1
Mboat2	MBOAT2
Mboat4	MBOAT4
Mboat7	MBOAT7
Mbp	MBP
Mbtd1	MBTD1
Mbtps1	MBTPS1
Mbtps2	MBTPS2
Mc1r	MC1R
Mc2r	MC2R
Mc3r	MC3R
Mc4r	MC4R
Mc5r	MC5R
Mcam	MCAM
Mcat	MCAT
Mcc	MCC
Mccc1	MCCC1
Mccc2	MCCC2
Mcee	MCEE
Mcemp1	MCEMP1
Mcf2	MCF2
Mcf2l	MCF2L
Mcfd2	MCFD2
Mchr1	MCHR1
Mcidas	MCIDAS
Mcl1	MCL1
Mcm10	MCM10
Mcm2	MCM2
Mcm3	MCM3
Mcm3ap	MCM3AP
Mcm4	MCM4
Mcm5	MCM5
Mcm6	MCM6
Mcm7	MCM7
Mcm8	MCM8
Mcm9	MCM9
Mcmbp	MCMBP
Mcmdc2	MCMDC2
Mcoln1	MCOLN1
Mcoln2	MCOLN2
Mcoln3	MCOLN3
Mcph1	MCPH1
Mcrip1	MCRIP1
Mcrip2	MCRIP2
Mcrs1	MCRS1
Mctp1	MCTP1
Mctp2	MCTP2
Mcts1	MCTS1
Mcts2	MCTS2
Mcu	MCU
Mcub	MCUB
Mcur1	MCUR1
Mdc1	MDC1
Mdfi	MDFI
Mdfic	MDFIC
Mdfic2	MDFIC2
Mdga1	MDGA1
Mdga2	MDGA2
Mdh1	MDH1
Mdh1b	MDH1B
Mdh2	MDH2
Mdk	MDK
Mdm2	MDM2
Mdm4	MDM4
Mdn1	MDN1
Mdp1	MDP1
Me1	ME1
Me2	ME2
Me3	ME3
Mea1	MEA1
Meaf6	MEAF6
Meak7	MEAK7
Mecom	MECOM
Mecp2	MECP2
Mecr	MECR
Med1	MED1
Med10	MED10
Med11	MED11
Med12	MED12
Med12l	MED12L
Med13	MED13
Med13l	MED13L
Med14	MED14
Med15	MED15
Med16	MED16
Med17	MED17
Med18	MED18
Med19	MED19
Med20	MED20
Med21	MED21
Med22	MED22
Med23	MED23
Med24	MED24
Med25	MED25
Med26	MED26
Med27	MED27
Med28	MED28
Med29	MED29
Med30	MED30
Med31	MED31
Med4	MED4
Med6	MED6
Med7	MED7
Med8	MED8
Med9	MED9
Medag	MEDAG
Mef2a	MEF2A
Mef2b	BORCS8-MEF2B
Mef2b	MEF2B
Mef2c	MEF2C
Mef2d	MEF2D
Mefv	MEFV
Meg3	MEG3
Megf10	MEGF10
Megf11	MEGF11
Megf6	MEGF6
Megf8	MEGF8
Megf9	MEGF9
Mei1	MEI1
Mei4	MEI4
Meig1	MEIG1
Meikin	MEIKIN
Meiob	MEIOB
Meioc	MEIOC
Meiosin	MEIOSIN
Meis1	MEIS1
Meis2	MEIS2
Meis3	MEIS3
Meis3	MEIS3P1
Meis3	MEIS3P2
Melk	MELK
Meltf	MELTF
Memo1	MEMO1
Men1	MEN1
Meox1	MEOX1
Meox2	MEOX2
Mep1a	MEP1A
Mep1b	MEP1B
Mepce	MEPCE
Mepe	MEPE
Mertk	MERTK
Mesd	MESD
Mesp1	MESP1
Mesp2	MESP2
Mest	MEST
Met	MET
Metap1	METAP1
Metap1d	METAP1D
Metap2	METAP2
Metrn	METRN
Metrnl	METRNL
Mettl1	METTL1
Mettl13	METTL13
Mettl14	METTL14
Mettl15	METTL15
Mettl15	METTL15P1
Mettl16	METTL16
Mettl17	METTL17
Mettl18	METTL18
Mettl2	METTL2A
Mettl2	METTL2B
Mettl21a	METTL21A
Mettl21c	METTL21C
Mettl21e	METTL21EP
Mettl22	METTL22
Mettl23	METTL23
Mettl24	METTL24
Mettl25	METTL25
Mettl25b	METTL25B
Mettl26	METTL26
Mettl27	METTL27
Mettl3	METTL3
Mettl4	METTL4
Mettl5	METTL5
Mettl6	METTL6
Mettl8	METTL8
Mettl9	METTL9
Mex3a	MEX3A
Mex3b	MEX3B
Mex3c	MEX3C
Mex3d	MEX3D
Mfap1a	MFAP1
Mfap1b	MFAP1
Mfap2	MFAP2
Mfap3	MFAP3
Mfap3l	MFAP3L
Mfap4	MFAP4
Mfap5	MFAP5
Mff	MFF
Mfge8	MFGE8
Mfhas1	MFHAS1
Mfn1	MFN1
Mfn2	MFN2
Mfng	MFNG
Mfrp	MFRP
Mfsd1	MFSD1
Mfsd11	MFSD11
Mfsd12	MFSD12
Mfsd2a	MFSD2A
Mfsd2b	MFSD2B
Mfsd4a	SLC60A1
Mfsd4b1	SLC60A2
Mfsd4b2	SLC60A2
Mfsd4b3-ps	SLC60A2
Mfsd4b4	SLC60A2
Mfsd4b5	SLC60A2
Mfsd5	SLC61A1
Mfsd6	MFSD6
Mfsd6l	MFSD6L
Mfsd8	MFSD8
Mga	MGA
Mgam	MGAM
Mgam2-ps	MGAM2
Mgarp	MGARP
Mgat1	MGAT1
Mgat2	MGAT2
Mgat3	MGAT3
Mgat4a	MGAT4A
Mgat4b	MGAT4B
Mgat4c	MGAT4C
Mgat4d	MGAT4D
Mgat4e	MGAT4EP
Mgat4f	MGAT4FP
Mgat5	MGAT5
Mgat5b	MGAT5B
Mgl2	CLEC10A
Mgll	MGLL
Mgme1	MGME1
Mgmt	MGMT
Mgp	MGP
Mgrn1	MGRN1
Mgst1	MGST1
Mgst2	MGST2
Mgst3	MGST3
Mhrt	MHRT
Mia	MIA
Mia2	CTAGE1
Mia2	CTAGE15
Mia2	CTAGE4
Mia2	CTAGE6
Mia2	CTAGE8
Mia2	CTAGE9
Mia2	MIA2
Mia3	MIA3
Miat	MIAT
Mib1	MIB1
Mib2	MIB2
Mical1	MICAL1
Mical2	MICAL2
Mical3	MICAL3
Micall1	MICALL1
Micall2	MICALL2
Micos10	MICOS10
Micos13	MICOS13
Micu1	MICU1
Micu2	MICU2
Micu3	MICU3
Mid1	MID1
Mid1ip1	MID1IP1
Mid2	MID2
Mideas	MIDEAS
Midn	MIDN
Mief1	MIEF1
Mief2	MIEF2
Mien1	MIEN1
Mier1	MIER1
Mier2	MIER2
Mier3	MIER3
Mif	MIF
Mif4gd	MIF4GD
Miga1	MIGA1
Miga2	MIGA2
Miip	MIIP
Mill1	MICA
Mill1	MICB
Mill2	MICA
Mill2	MICB
Milr1	MILR1
Mims1	MIMS1
Mims2	MIMS2
Minar1	MINAR1
Minar2	MINAR2
Mindy1	MINDY1
Mindy2	MINDY2
Mindy3	MINDY3
Mindy4	MINDY4
Mindy4b-ps	MINDY4B
Mink1	MINK1
Minpp1	MINPP1
Mios	MIOS
Miox	MIOX
Mip	MIP
Mipep	MIPEP
Mipol1	MIPOL1
Mir100	MIR100
Mir100hg	MIR100HG
Mir101a	MIR101-1
Mir101b	MIR101-2
Mir103-1	MIR103A1
Mir103-2	MIR103A2
Mir105	MIR105-1
Mir105	MIR105-2
Mir106a	MIR106A
Mir106b	MIR106B
Mir107	MIR107
Mir10a	MIR10A
Mir10b	MIR10B
Mir1193	MIR1179
Mir1197	MIR1197
Mir1199	MIR1199
Mir122	MIR122
Mir1224	MIR1224
Mir1231	MIR1231
Mir1247	MIR1247
Mir1249	MIR1249
Mir124a-1	MIR124-1
Mir124a-1hg	MIR124-1HG
Mir124a-2	MIR124-2
Mir124a-3	MIR124-3
Mir1251	MIR1251
Mir125a	MIR125A
Mir125b-1	MIR125B1
Mir125b-2	MIR125B2
Mir1264	MIR1264
Mir126a	MIR126
Mir127	MIR127
Mir128-1	MIR128-1
Mir128-2	MIR128-2
Mir129-1	MIR129-1
Mir129-2	MIR129-2
Mir1291	MIR1291
Mir1298	MIR1298
Mir1306	MIR1306
Mir130a	MIR130A
Mir130b	MIR130B
Mir132	MIR132
Mir133a-1	MIR133A1
Mir133a-2	MIR133A2
Mir133b	MIR133B
Mir134	MIR134
Mir135a-1	MIR135A1
Mir135a-2	MIR135A2
Mir135b	MIR135B
Mir136	MIR136
Mir137	MIR137
Mir138-1	MIR138-1
Mir138-2	MIR138-2
Mir139	MIR139
Mir140	MIR140
Mir141	MIR141
Mir142	MIR142
Mir143	MIR143
Mir144	MIR144
Mir145a	MIR145
Mir146	MIR146A
Mir146b	MIR146B
Mir147	MIR147B
Mir148a	MIR148A
Mir148b	MIR148B
Mir149	MIR149
Mir150	MIR150
Mir151	MIR151A
Mir152	MIR152
Mir153	MIR153-2
Mir154	MIR154
Mir155	MIR155
Mir155hg	MIR155HG
Mir15a	MIR15A
Mir16-1	MIR16-1
Mir16-2	MIR16-2
Mir17	MIR17
Mir17hg	MIR17HG
Mir18	MIR18A
Mir181a-1	MIR181A1
Mir181a-2	MIR181A2
Mir181b-1	MIR181B1
Mir181b-2	MIR181B2
Mir181c	MIR181C
Mir181d	MIR181D
Mir182	MIR182
Mir183	MIR183
Mir184	MIR184
Mir185	MIR185
Mir186	MIR186
Mir187	MIR187
Mir188	MIR188
Mir18b	MIR18B
Mir190a	MIR190A
Mir190b	MIR190B
Mir191	MIR191
Mir1912	MIR1912
Mir192	MIR192
Mir193a	MIR193A
Mir193b	MIR193B
Mir194-1	MIR194-1
Mir194-2	MIR194-2
Mir195a	MIR195
Mir196a-1	MIR196A1
Mir196a-2	MIR196A2
Mir196b	MIR196B
Mir199a-1	MIR199A1
Mir199a-2	MIR199A2
Mir199b	MIR199B
Mir19a	MIR19A
Mir19b-1	MIR19B1
Mir19b-2	MIR19B2
Mir1a-1	MIR1-1
Mir1a-2	MIR1-2
Mir200a	MIR200A
Mir200b	MIR200B
Mir200c	MIR200C
Mir202	MIR202
Mir203	MIR203A
Mir203	MIR203B
Mir204	MIR204
Mir205	MIR205
Mir205hg	MIR205HG
Mir206	MIR206
Mir208a	MIR208A
Mir208b	MIR208B
Mir20a	MIR20A
Mir20b	MIR20B
Mir210	MIR210
Mir211	MIR211
Mir212	MIR212
Mir214	MIR214
Mir215	MIR215
Mir216a	MIR216A
Mir216b	MIR216B
Mir217	MIR217
Mir218-1	MIR218-1
Mir218-2	MIR218-2
Mir219a-1	MIR219A1
Mir219a-2	MIR219A2
Mir219b	MIR219B
Mir22	MIR22
Mir221	MIR221
Mir222	MIR222
Mir223	MIR223
Mir224	MIR224
Mir22hg	MIR22HG
Mir23a	MIR23A
Mir23b	MIR23B
Mir24-1	MIR24-1
Mir24-2	MIR24-2
Mir25	MIR25
Mir26a-1	MIR26A1
Mir26a-2	MIR26A2
Mir26b	MIR26B
Mir27a	MIR27A
Mir27b	MIR27B
Mir2861	MIR2861
Mir28a	MIR28
Mir296	MIR296
Mir298	MIR298
Mir299a	MIR299
Mir29a	MIR29A
Mir29b-1	MIR29B1
Mir29b-2	MIR29B2
Mir29c	MIR29C
Mir301	MIR301A
Mir301b	MIR301B
Mir302a	MIR302A
Mir302b	MIR302B
Mir302c	MIR302C
Mir302d	MIR302D
Mir3059	MIR3059
Mir3064	MIR3064
Mir3065	MIR3065
Mir3074-1	MIR3074
Mir3085	MIR3085
Mir30a	MIR30A
Mir30b	MIR30B
Mir30c-1	MIR30C1
Mir30c-2	MIR30C2
Mir30d	MIR30D
Mir30e	MIR30E
Mir31	MIR31
Mir3107	MIR486-2
Mir3154	MIR3154
Mir32	MIR32
Mir320	MIR320A
Mir322	MIR424
Mir323	MIR323A
Mir324	MIR324
Mir325	MIR325
Mir326	MIR326
Mir328	MIR328
Mir329	MIR329-1
Mir329	MIR329-2
Mir33	MIR33A
Mir330	MIR330
Mir331	MIR331
Mir335	MIR335
Mir337	MIR337
Mir338	MIR338
Mir339	MIR339
Mir340	MIR340
Mir342	MIR342
Mir345	MIR345
Mir346	MIR346
Mir34a	MIR34A
Mir34b	MIR34B
Mir34c	MIR34C
Mir361	MIR361
Mir3618	MIR3618
Mir362	MIR362
Mir363	MIR363
Mir365-1	MIR365A
Mir365-2	MIR365B
Mir367	MIR367
Mir369	MIR369
Mir370	MIR370
Mir374b	MIR374B
Mir374c	MIR374C
Mir375	MIR375
Mir376a	MIR376A1
Mir376b	MIR376B
Mir376c	MIR376C
Mir377	MIR377
Mir378a	MIR378A
Mir379	MIR379
Mir380	MIR380
Mir381	MIR381
Mir382	MIR382
Mir383	MIR383
Mir384	MIR384
Mir409	MIR409
Mir410	MIR410
Mir411	MIR411
Mir412	MIR412
Mir421	MIR421
Mir423	MIR423
Mir425	MIR425
Mir429	MIR429
Mir431	MIR431
Mir432	MIR432
Mir433	MIR433
Mir448	MIR448
Mir449a	MIR449A
Mir449b	MIR449B
Mir449c	MIR449C
Mir450-1	MIR450A1
Mir450-2	MIR450A2
Mir450b	MIR450B
Mir451a	MIR451A
Mir451b	MIR451B
Mir452	MIR452
Mir455	MIR455
Mir483	MIR483
Mir484	MIR484
Mir485	MIR485
Mir486	MIR486-1
Mir487b	MIR487B
Mir488	MIR488
Mir489	MIR489
Mir490	MIR490
Mir491	MIR491
Mir493	MIR493
Mir494	MIR494
Mir495	MIR495
Mir496a	MIR496
Mir497	MIR497
Mir499	MIR499A
Mir500	MIR500A
Mir500	MIR500B
Mir501	MIR501
Mir503	MIR503
Mir504	MIR504
Mir505	MIR505
Mir511	MIR511
Mir532	MIR532
Mir539	MIR539
Mir541	MIR541
Mir542	MIR542
Mir543	MIR543
Mir544	MIR544A
Mir551b	MIR551B
Mir568	MIR568
Mir574	MIR574
Mir582	MIR582
Mir590	MIR590
Mir592	MIR592
Mir598	MIR598
Mir599	MIR599
Mir615	MIR615
Mir652	MIR652
Mir653	MIR653
Mir654	MIR654
Mir664	MIR664B
Mir665	MIR665
Mir668	MIR668
Mir670	MIR670
Mir670hg	MIR670HG
Mir671	MIR671
Mir6715	MIR6715A
Mir675	MIR675
Mir676	MIR676
Mir7-1	MIR7-1
Mir7-1	MIR7-2
Mir708	MIR708
Mir711	MIR711
Mir718	MIR718
Mir744	MIR744
Mir758	MIR758
Mir759	MIR759
Mir760	MIR760
Mir761	MIR761
Mir762	MIR762
Mir764	MIR764
Mir767	MIR767
Mir770	MIR770
Mir7b	MIR7-3
Mir802	MIR802
Mir873a	MIR873
Mir874	MIR874
Mir875	MIR875
Mir876	MIR876
Mir877	MIR877
Mir9-1	MIR9-1
Mir9-2	MIR9-2
Mir9-2hg	MIR9-2HG
Mir9-3	MIR9-3
Mir9-3hg	MIR9-3HG
Mir92-1	MIR92A1
Mir92-2	MIR92A2
Mir92b	MIR92B
Mir93	MIR93
Mir96	MIR96
Mir98	MIR98
Mir99a	MIR99A
Mir99b	MIR99B
Mirlet7a-1	MIRLET7A1
Mirlet7a-2	MIRLET7A2
Mirlet7b	MIRLET7B
Mirlet7c-1	MIRLET7C
Mirlet7c-2	MIRLET7A3
Mirlet7d	MIRLET7D
Mirlet7e	MIRLET7E
Mirlet7f-1	MIRLET7F1
Mirlet7f-2	MIRLET7F2
Mirlet7g	MIRLET7G
Mirlet7i	MIRLET7I
Mis12	MIS12
Mis18a	MIS18A
Mis18bp1	MIS18BP1
Misfa	MISFA
Miso1	MISO1
Misp	MISP
Misp3	MISP3
Mitd1	MITD1
Mitf	MITF
Mix23	MIX23
Mixl1	MIXL1
Mki67	MKI67
Mkks	MKKS
Mkln1	MKLN1
Mknk1	MKNK1
Mknk2	MKNK2
Mkrn1	MKRN1
Mkrn1	MKRN4P
Mkrn2	MKRN2
Mkrn2os	MKRN2OS
Mkrn3	MKRN3
Mks1	MKS1
Mkx	MKX
Mlana	MLANA
Mlc1	MLC1
Mlec	MLEC
Mlf1	MLF1
Mlf2	MLF2
Mlh1	MLH1
Mlh3	MLH3
Mlip	MLIP
Mlkl	MLKL
Mllt1	MLLT1
Mllt10	MLLT10
Mllt11	MLLT11
Mllt3	MLLT3
Mllt6	MLLT6
Mlph	MLPH
Mlst8	MLST8
Mlx	MLX
Mlxip	MLXIP
Mlxipl	MLXIPL
Mlycd	MLYCD
Mmaa	MMAA
Mmab	MMAB
Mmachc	MMACHC
Mmadhc	MMADHC
Mmd	MMD
Mmd2	MMD2
Mme	MME
Mmel1	MMEL1
Mmgt1	MMGT1
Mmp10	MMP10
Mmp11	MMP11
Mmp12	MMP12
Mmp13	MMP13
Mmp14	MMP14
Mmp15	MMP15
Mmp16	MMP16
Mmp17	MMP17
Mmp19	MMP19
Mmp1a	MMP1
Mmp1b	MMP1
Mmp2	MMP2
Mmp20	MMP20
Mmp21	MMP21
Mmp23	MMP23B
Mmp24	MMP24
Mmp24os1	MMP24OS
Mmp25	MMP25
Mmp27	MMP27
Mmp28	MMP28
Mmp3	MMP3
Mmp7	MMP7
Mmp8	MMP8
Mmp9	MMP9
Mmrn1	MMRN1
Mmrn2	MMRN2
Mms19	MMS19
Mms22l	MMS22L
Mmut	MMUT
Mn1	MN1
Mnat1	MNAT1
Mnd1	MND1
Mndal	IFI16
Mndal	PYHIN1
Mnmip1	MNMIP1
Mns1	MNS1
Mnt	MNT
Mnx1	MNX1
Moap1	MOAP1
Mob1a	MOB1A
Mob1b	MOB1B
Mob2	MOB2
Mob3a	MOB3A
Mob3b	MOB3B
Mob3c	MOB3C
Mob4	MOB4
Mobp	MOBP
Mocos	MOCOS
Mocs1	MOCS1
Mocs2	MOCS2
Mocs3	MOCS3
Mog	MOG
Mogat1	MOGAT1
Mogat2	MOGAT2
Mogs	MOGS
Mok	MOK
Mon1a	MON1A
Mon1b	MON1B
Mon2	MON2
Morc1	MORC1
Morc2a	MORC2
Morc2b	MORC2
Morc3	MORC3
Morc4	MORC4
Morf4l1	MORF4L1
Morf4l2	MORF4L2
Morn1	MORN1
Morn2	MORN2
Morn3	MORN3
Morn4	MORN4
Morn5	MORN5
Morrbid	MIR4435-2HG
Mos	MOS
Mosmo	MOSMO
Mospd1	MOSPD1
Mospd2	MOSPD2
Mospd3	MOSPD3
Mov10	MOV10
Mov10l1	MOV10L1
Moxd1	MOXD1
Moxd2	MOXD2P
Mpc1	MPC1
Mpc2	MPC2
Mpdu1	MPDU1
Mpdz	MPDZ
Mpeg1	MPEG1
Mpg	MPG
Mphosph10	MPHOSPH10
Mphosph6	MPHOSPH6
Mphosph8	MPHOSPH8
Mphosph9	MPHOSPH9
Mpi	MPI
Mpig6b	MPIG6B
Mpl	MPL
Mplkip	MPLKIP
Mplkipl1	MPLKIP
Mpnd	MPND
Mpo	MPO
Mpp1	MPP1
Mpp2	MPP2
Mpp3	MPP3
Mpp4	MPP4
Mpp7	MPP7
Mppe1	MPPE1
Mpped1	MPPED1
Mpped2	MPPED2
Mprip	MPRIP
Mpst	MPST
Mptx1	MPTX1
Mpv17	MPV17
Mpv17l	MPV17L
Mpv17l2	MPV17L2
Mpz	MPZ
Mpzl1	MPZL1
Mpzl2	MPZL2
Mpzl3	MPZL3
Mr1	MR1
Mrap	MRAP
Mrap2	MRAP2
Mras	MRAS
Mrc1	MRC1
Mrc2	MRC2
Mre11a	MRE11
Mreg	MREG
Mrfap1	MRFAP1
Mrfap1	MRFAP1L1
Mrgbp	MRGBP
Mrgpra1	MRGPRX3
Mrgpra1	MRGPRX4
Mrgpra2a	MRGPRX2
Mrgpra2a	MRGPRX3
Mrgpra2a	MRGPRX4
Mrgpra2b	MRGPRX3
Mrgpra2b	MRGPRX4
Mrgpra3	MRGPRX2
Mrgpra3	MRGPRX3
Mrgpra3	MRGPRX4
Mrgpra4	MRGPRX2
Mrgpra4	MRGPRX3
Mrgpra4	MRGPRX4
Mrgpra5	MRGPRX1
Mrgpra5	MRGPRX2
Mrgpra5	MRGPRX3
Mrgpra5	MRGPRX4
Mrgpra6	MRGPRX3
Mrgpra6	MRGPRX4
Mrgpra7	MRGPRX3
Mrgpra7	MRGPRX4
Mrgpra8	MRGPRX2
Mrgpra8	MRGPRX3
Mrgpra8	MRGPRX4
Mrgpra9	MRGPRX2
Mrgpra9	MRGPRX3
Mrgpra9	MRGPRX4
Mrgprb1	MRGPRX2
Mrgprb2	MRGPRX2
Mrgprb3	MRGPRX2
Mrgprb3	MRGPRX3
Mrgprb4	MRGPRX2
Mrgprb4	MRGPRX3
Mrgprb4	MRGPRX4
Mrgprb5	MRGPRX2
Mrgprb5	MRGPRX3
Mrgprb8	MRGPRX2
Mrgprb8	MRGPRX3
Mrgprb8	MRGPRX4
Mrgprd	MRGPRD
Mrgpre	MRGPRE
Mrgprf	MRGPRF
Mrgprg	MRGPRG
Mrgprx1	MRGPRX1
Mrgprx1	MRGPRX3
Mrgprx1	MRGPRX4
Mrgprx2	MRGPRX1
Mrgprx2	MRGPRX2
Mrgprx2	MRGPRX3
Mrgprx2	MRGPRX4
Mri1	MRI1
Mrln	MRLN
Mrm1	MRM1
Mrm2	MRM2
Mrm3	MRM3
Mrnip	MRNIP
Mro	MRO
Mroh1	MROH1
Mroh2a	MROH2A
Mroh2b	MROH2B
Mroh3	MROH3P
Mroh4	MROH4P
Mroh5	MROH5
Mroh6	MROH6
Mroh7	MROH7
Mroh8	MROH8
Mroh9	MROH9
Mrpl1	MRPL1
Mrpl10	MRPL10
Mrpl11	MRPL11
Mrpl12	MRPL12
Mrpl13	MRPL13
Mrpl14	MRPL14
Mrpl15	MRPL15
Mrpl16	MRPL16
Mrpl17	MRPL17
Mrpl18	MRPL18
Mrpl19	MRPL19
Mrpl2	MRPL2
Mrpl20	MRPL20
Mrpl21	MRPL21
Mrpl22	MRPL22
Mrpl23	MRPL23
Mrpl24	MRPL24
Mrpl27	MRPL27
Mrpl28	MRPL28
Mrpl3	MRPL3
Mrpl30	MRPL30
Mrpl32	MRPL32
Mrpl33	MRPL33
Mrpl34	MRPL34
Mrpl35	MRPL35
Mrpl36	MRPL36
Mrpl37	MRPL37
Mrpl38	MRPL38
Mrpl39	MRPL39
Mrpl4	MRPL4
Mrpl40	MRPL40
Mrpl41	MRPL41
Mrpl42	MRPL42
Mrpl43	MRPL43
Mrpl44	MRPL44
Mrpl45	MRPL45
Mrpl46	MRPL46
Mrpl47	MRPL47
Mrpl48	MRPL48
Mrpl49	MRPL49
Mrpl50	MRPL50
Mrpl51	MRPL51
Mrpl52	MRPL52
Mrpl53	MRPL53
Mrpl54	MRPL54
Mrpl55	MRPL55
Mrpl57	MRPL57
Mrpl58	MRPL58
Mrpl9	MRPL9
Mrps10	MRPS10
Mrps11	MRPS11
Mrps12	MRPS12
Mrps14	MRPS14
Mrps15	MRPS15
Mrps16	MRPS16
Mrps17	MRPS17
Mrps18a	MRPS18A
Mrps18b	MRPS18B
Mrps18c	MRPS18C
Mrps2	MRPS2
Mrps21	MRPS21
Mrps22	MRPS22
Mrps23	MRPS23
Mrps24	MRPS24
Mrps25	MRPS25
Mrps26	MRPS26
Mrps27	MRPS27
Mrps28	MRPS28
Mrps30	MRPS30
Mrps31	MRPS31
Mrps33	MRPS33
Mrps34	MRPS34
Mrps35	MRPS35
Mrps5	MRPS5
Mrps6	MRPS6
Mrps7	MRPS7
Mrps9	MRPS9
Mrrf	MRRF
Mrs2	MRS2
Mrtfa	MRTFA
Mrtfb	MRTFB
Mrto4	MRTO4
Ms4a1	MS4A1
Ms4a10	MS4A10
Ms4a12	MS4A12
Ms4a13	MS4A13
Ms4a14	MS4A14
Ms4a15	MS4A15
Ms4a18	MS4A18
Ms4a19	MS4A19P
Ms4a2	MS4A2
Ms4a3	MS4A3
Ms4a4a	MS4A4A
Ms4a4a	MS4A4E
Ms4a5	MS4A5
Ms4a6b	MS4A6A
Ms4a6b	MS4A6E
Ms4a6c	MS4A6A
Ms4a6c	MS4A6E
Ms4a6d	MS4A6A
Ms4a6d	MS4A6E
Ms4a7	MS4A7
Ms4a8a	MS4A8
Msantd1	MSANTD1
Msantd2	MSANTD2
Msantd3	MSANTD3
Msantd4	MSANTD4
Msantd5	MSANTD5
Msantd5f1	MSANTD5
Msantd5f10	MSANTD5
Msantd5f2	MSANTD5
Msantd5f3	MSANTD5
Msantd5f4	MSANTD5
Msantd5f5	MSANTD5
Msantd5f6	MSANTD5
Msantd5f7	MSANTD5
Msantd5f8	MSANTD5
Msantd5f9	MSANTD5
